site_id,country,latitude,longitude,As_ugL,Pb_ugL,Cd_ugL,Cr_ugL,Hg_ugL,HPI,HEI,MI,risk_category,water_safe
S2216,Brazil,-7.3545,-54.9207,9.147,4.888,3.16,50.532,0.332,75.99,3.8,1.05,Moderate,Borderline
S2217,Brazil,-11.2243,-56.8513,8.449,7.461,4.106,51.727,1.351,106.9,5.35,1.37,Critical,No
S2218,Brazil,-12.6503,-54.8253,8.559,12.864,1.599,20.473,0.695,75.6,3.78,1.29,Moderate,Borderline
S2219,Brazil,-14.6726,-57.6795,4.623,6.01,3.356,38.156,1.059,80.08,4.0,1.12,Moderate,Borderline
S2220,Brazil,-3.0055,-49.8234,5.983,9.259,0.985,40.905,0.987,73.15,3.66,0.99,Moderate,Borderline
S2221,South Africa,-31.7181,22.7556,5.634,3.847,2.152,73.738,0.725,77.3,3.87,1.47,Moderate,Borderline
S2222,South Africa,-23.7655,23.3929,10.782,14.399,3.987,62.637,1.442,130.84,6.54,1.44,Critical,No
S2223,South Africa,-28.2544,20.9849,13.646,10.49,4.419,21.021,0.827,102.68,5.13,1.47,Critical,No
S2224,South Africa,-30.1826,25.7238,11.875,3.365,3.401,71.078,0.759,96.76,4.84,1.42,Moderate,Borderline
S2225,South Africa,-29.0465,26.6799,4.28,3.655,3.797,63.592,0.445,75.52,3.78,1.27,Moderate,Borderline
S2226,South Africa,-26.9976,22.8719,9.305,14.479,2.632,55.617,0.912,105.6,5.28,1.45,Critical,No
S2227,South Africa,-30.4137,26.8085,5.758,6.92,3.97,44.876,0.725,84.27,4.21,1.32,Moderate,Borderline
S2228,South Africa,-33.277,25.3955,3.064,6.367,3.078,57.701,1.292,88.3,4.42,1.29,Moderate,Borderline
S2229,South Africa,-30.4494,27.1818,11.886,3.896,1.107,22.488,0.838,64.7,3.23,1.19,Moderate,Borderline
S2230,South Africa,-32.0521,22.2193,10.775,7.302,2.907,39.744,0.503,81.49,4.07,1.08,Moderate,Borderline
S2231,South Africa,-29.5392,23.2819,12.549,7.077,2.294,63.971,0.567,91.47,4.57,1.28,Moderate,Borderline
S2232,South Africa,-29.9908,21.8695,10.754,10.196,3.47,18.405,0.814,88.68,4.43,1.16,Moderate,Borderline
S2233,South Africa,-27.6624,22.6416,13.473,6.376,1.243,30.206,0.425,68.57,3.43,1.35,Moderate,Borderline
S2234,South Africa,-28.7303,19.0974,14.684,7.792,1.692,25.008,0.508,76.4,3.82,1.47,Moderate,Borderline
S2235,South Africa,-28.2027,22.8934,3.732,14.969,2.782,47.656,0.729,89.59,4.48,1.5,Moderate,Borderline
S2237,South Africa,-32.0164,24.2708,5.231,5.274,3.397,39.395,1.238,84.17,4.21,1.24,Moderate,Borderline
S2238,South Africa,-32.6981,26.8307,9.755,11.915,3.179,51.001,1.188,108.69,5.43,1.19,Critical,No
S2239,South Africa,-29.997,24.9943,6.272,9.862,1.772,65.329,0.877,87.75,4.39,1.31,Moderate,Borderline
S2240,South Africa,-26.4832,26.7094,13.744,11.785,1.436,66.272,1.042,107.98,5.4,1.37,Critical,No
S2241,South Africa,-27.8387,25.5614,5.986,5.875,2.747,60.052,0.837,82.8,4.14,1.2,Moderate,Borderline
S2244,South Africa,-24.2958,24.9645,12.262,7.711,3.287,58.241,0.656,98.28,4.91,1.23,Moderate,Borderline
S2245,South Africa,-26.6166,29.046,3.707,12.814,2.938,65.873,1.469,108.36,5.42,1.47,Critical,No
S2246,South Africa,-27.7366,20.4796,3.457,12.254,1.302,39.641,1.281,81.58,4.08,1.28,Moderate,Borderline
S2247,South Africa,-31.5042,24.6816,11.082,14.627,3.259,28.462,0.726,99.05,4.95,1.46,Moderate,Borderline
S2249,South Africa,-32.8955,22.1871,9.464,4.848,3.819,19.14,0.413,70.0,3.5,1.27,Moderate,Borderline
S2250,South Africa,-32.4213,23.9997,8.708,7.796,3.499,72.18,1.204,109.29,5.46,1.44,Critical,No
S2252,South Africa,-27.8067,23.0826,12.29,6.556,3.354,57.232,0.975,102.44,5.12,1.23,Critical,No
S2253,South Africa,-25.7992,30.6759,3.982,11.043,2.591,41.307,1.332,90.49,4.52,1.33,Moderate,Borderline
S2254,South Africa,-27.3663,21.3034,4.42,10.222,4.444,32.51,1.318,98.27,4.91,1.48,Moderate,Borderline
S2255,South Africa,-26.712,21.3886,13.138,5.056,2.529,34.151,0.64,79.71,3.99,1.31,Moderate,Borderline
S2256,South Africa,-30.701,28.2285,7.069,10.242,1.69,28.794,0.924,75.89,3.79,1.02,Moderate,Borderline
S2258,South Africa,-26.8234,25.8894,7.905,14.186,4.151,27.488,0.611,95.07,4.75,1.42,Moderate,Borderline
S2259,South Africa,-31.465,23.4598,13.894,14.174,1.087,50.616,0.977,103.17,5.16,1.42,Critical,No
S2260,South Africa,-25.2234,21.0302,14.368,5.043,1.333,17.003,0.737,69.25,3.46,1.44,Moderate,Borderline
S2261,South Africa,-32.3999,19.3672,9.04,12.094,2.312,34.837,1.292,97.46,4.87,1.29,Moderate,Borderline
S2262,South Africa,-31.3001,26.7017,6.776,12.901,1.186,34.551,0.838,77.84,3.89,1.29,Moderate,Borderline
S2263,South Africa,-31.427,23.6049,8.098,12.054,3.925,73.754,0.389,103.75,5.19,1.48,Critical,No
S2264,South Africa,-27.9128,22.6958,9.487,6.932,1.64,31.829,0.815,72.8,3.64,0.95,Moderate,Borderline
S2265,South Africa,-30.7845,28.4902,11.878,11.058,1.668,35.344,0.916,89.45,4.47,1.19,Moderate,Borderline
S2266,South Africa,-28.013,31.3854,8.676,8.318,2.694,41.061,0.95,87.37,4.37,0.95,Moderate,Borderline
S2267,South Africa,-29.1348,27.5273,11.671,10.17,3.215,49.701,0.332,91.64,4.58,1.17,Moderate,Borderline
S2268,South Africa,-32.606,24.308,4.163,12.522,2.433,63.068,0.627,87.36,4.37,1.26,Moderate,Borderline
S2269,South Africa,-32.5797,22.4745,10.394,12.78,2.528,37.755,1.468,107.66,5.38,1.47,Critical,No
S2270,South Africa,-30.1077,21.9113,7.902,4.178,1.866,16.706,1.352,70.32,3.52,1.35,Moderate,Borderline
S2271,South Africa,-26.3805,26.2392,9.259,10.194,3.423,69.481,0.41,97.72,4.89,1.39,Moderate,Borderline
S2272,South Africa,-26.3251,22.0279,14.5,14.77,3.197,26.616,0.443,99.36,4.97,1.48,Moderate,Borderline
S2273,South Africa,-30.2826,26.908,5.338,14.207,1.276,58.774,1.05,92.11,4.61,1.42,Moderate,Borderline
S2274,South Africa,-30.7626,23.0502,4.799,10.254,2.618,15.257,1.471,83.08,4.15,1.47,Moderate,Borderline
S2275,South Africa,-33.8225,22.6221,5.669,4.906,4.497,32.707,0.787,79.95,4.0,1.5,Moderate,Borderline
S2276,South Africa,-28.9745,27.684,7.424,13.78,3.599,28.674,1.072,99.31,4.97,1.38,Moderate,Borderline
S2277,South Africa,-30.0206,27.4637,11.803,14.653,3.385,21.146,0.593,95.8,4.79,1.47,Moderate,Borderline
S2279,South Africa,-32.0765,24.4219,10.157,13.411,3.369,37.89,0.453,93.81,4.69,1.34,Moderate,Borderline
S2280,South Africa,-25.5697,22.8351,7.929,9.027,3.911,20.005,0.936,86.71,4.34,1.3,Moderate,Borderline
S2281,South Africa,-31.912,21.5938,10.733,3.327,3.038,32.007,1.103,83.24,4.16,1.1,Moderate,Borderline
S2282,South Africa,-28.7098,23.0389,10.748,14.655,4.18,31.998,0.333,98.13,4.91,1.47,Moderate,Borderline
S2283,South Africa,-26.7088,29.9699,3.329,4.472,3.005,69.71,1.388,91.28,4.56,1.39,Moderate,Borderline
S2284,South Africa,-31.0484,21.8344,3.518,8.631,3.611,62.398,0.899,91.31,4.57,1.25,Moderate,Borderline
S2285,South Africa,-30.7,22.6156,14.185,5.755,2.051,59.81,1.18,101.08,5.05,1.42,Critical,No
S2286,South Africa,-30.6238,27.2984,9.175,8.609,4.24,61.16,1.298,114.26,5.71,1.41,Critical,No
S2287,South Africa,-29.0522,23.8085,8.196,3.28,1.116,55.674,0.746,67.58,3.38,1.11,Moderate,Borderline
S2288,South Africa,-28.8112,26.868,3.26,11.243,1.592,40.355,1.05,76.76,3.84,1.12,Moderate,Borderline
S2289,South Africa,-30.3759,28.1917,12.702,12.396,2.392,45.059,1.141,106.99,5.35,1.27,Critical,No
S2290,South Africa,-32.2583,27.4316,14.774,5.153,4.191,34.468,1.216,105.9,5.3,1.48,Critical,No
S2291,South Africa,-24.9515,24.0687,4.869,6.234,1.259,66.909,0.656,70.48,3.52,1.34,Moderate,Borderline
S2292,South Africa,-27.2449,26.6732,13.817,4.276,4.115,26.835,1.184,98.03,4.9,1.38,Moderate,Borderline
S2293,South Africa,-30.1325,20.426,8.04,14.023,2.195,71.219,0.851,104.27,5.21,1.42,Critical,No
S2294,South Africa,-33.236,25.7802,6.571,10.483,3.514,17.351,0.937,83.22,4.16,1.17,Moderate,Borderline
S2295,South Africa,-32.3693,25.3674,9.008,11.566,1.092,60.616,0.992,92.51,4.63,1.21,Moderate,Borderline
S2296,South Africa,-31.4283,26.6881,12.999,4.135,2.354,26.969,1.351,87.77,4.39,1.35,Moderate,Borderline
S2297,South Africa,-28.9203,22.0444,10.966,14.303,4.327,54.534,0.307,107.34,5.37,1.44,Critical,No
S2298,South Africa,-29.3746,18.2901,8.99,10.24,4.358,68.112,0.431,103.38,5.17,1.45,Critical,No
S2299,South Africa,-27.7741,23.4362,12.892,6.304,3.53,55.322,0.868,101.41,5.07,1.29,Critical,No
S2300,South Africa,-29.3262,24.4824,11.134,5.028,3.437,59.486,1.364,106.31,5.32,1.36,Critical,No
S2301,South Africa,-29.0445,21.7107,10.886,8.027,2.61,68.455,1.074,104.09,5.2,1.37,Critical,No
S2302,South Africa,-33.2677,24.9736,3.088,4.5,4.342,60.845,1.461,97.68,4.88,1.46,Moderate,Borderline
S2303,South Africa,-29.864,24.6496,3.532,12.385,2.271,20.746,0.982,74.91,3.75,1.24,Moderate,Borderline
S2304,South Africa,-27.2476,21.2074,10.898,11.46,4.473,38.202,0.858,106.98,5.35,1.49,Critical,No
S2305,South Africa,-28.9822,28.9561,3.447,13.117,1.085,25.249,0.422,58.9,2.95,1.31,Low,Yes
S2306,South Africa,-30.2533,23.0418,6.034,4.518,3.271,28.567,0.323,60.8,3.04,1.09,Moderate,Borderline
S2309,South Africa,-28.1148,25.7146,14.359,5.014,1.843,63.698,0.922,94.95,4.75,1.44,Moderate,Borderline
S2310,South Africa,-24.6319,23.803,10.223,14.649,3.002,42.958,0.951,105.96,5.3,1.46,Critical,No
S2311,South Africa,-28.6659,28.6532,10.765,14.657,3.126,37.817,1.13,109.41,5.47,1.47,Critical,No
S2312,South Africa,-24.9789,24.3247,8.988,12.355,2.523,73.999,0.651,102.13,5.11,1.48,Critical,No
S2313,South Africa,-30.4413,22.4282,9.501,7.189,1.772,55.324,0.753,82.38,4.12,1.11,Moderate,Borderline
S2314,South Africa,-26.227,26.7761,12.132,7.504,2.944,41.979,1.345,102.59,5.13,1.34,Critical,No
S2315,South Africa,-31.0211,27.475,4.101,5.011,2.221,48.855,1.088,74.33,3.72,1.09,Moderate,Borderline
S2316,South Africa,-26.3536,21.329,14.253,10.824,1.471,49.78,0.95,98.87,4.94,1.43,Moderate,Borderline
S2317,South Africa,-31.0626,27.6313,8.075,10.184,2.788,58.141,0.348,85.32,4.27,1.16,Moderate,Borderline
S2318,South Africa,-33.0458,25.5113,6.783,10.94,1.467,33.531,1.144,81.52,4.08,1.14,Moderate,Borderline
S2319,South Africa,-32.0855,25.769,9.927,4.767,1.808,42.553,0.431,67.08,3.35,0.99,Moderate,Borderline
S2320,South Africa,-28.2755,26.4708,14.934,8.144,4.047,72.452,0.507,112.26,5.61,1.49,Critical,No
S2321,South Africa,-32.1339,24.9003,10.449,9.977,1.635,62.874,0.345,83.8,4.19,1.26,Moderate,Borderline
S2322,South Africa,-31.8352,25.6833,6.015,11.663,1.909,45.67,1.398,94.31,4.72,1.4,Moderate,Borderline
S2323,South Africa,-26.2238,26.7732,7.712,4.942,2.462,61.313,1.237,90.99,4.55,1.24,Moderate,Borderline
S2324,South Africa,-31.8996,23.4252,14.047,3.528,3.545,17.785,1.305,92.0,4.6,1.4,Moderate,Borderline
S2325,South Africa,-30.8407,26.6824,3.887,8.768,1.974,40.028,1.098,76.44,3.82,1.1,Moderate,Borderline
S2326,South Africa,-31.7505,21.4491,12.391,10.725,2.075,54.858,1.218,106.37,5.32,1.24,Critical,No
S2328,South Africa,-26.291,25.9846,7.676,5.376,3.015,64.578,0.359,79.22,3.96,1.29,Moderate,Borderline
S2329,South Africa,-24.8806,28.4666,10.228,10.8,3.173,22.824,0.582,83.98,4.2,1.08,Moderate,Borderline
S2330,South Africa,-30.469,25.1157,10.617,10.985,1.761,50.888,0.941,94.12,4.71,1.1,Moderate,Borderline
S2331,South Africa,-30.7812,19.9512,13.915,8.119,3.167,17.121,0.393,79.89,3.99,1.39,Moderate,Borderline
S2332,South Africa,-33.6251,23.0072,11.968,5.04,1.787,40.856,0.698,76.23,3.81,1.2,Moderate,Borderline
S2334,South Africa,-24.2506,27.7415,9.686,12.427,2.884,21.665,1.271,97.54,4.88,1.27,Moderate,Borderline
S2335,South Africa,-27.9639,26.6565,5.285,6.259,1.965,45.485,0.461,63.6,3.18,0.91,Moderate,Borderline
S2336,South Africa,-33.5335,23.7258,6.177,11.477,3.977,16.374,0.979,87.95,4.4,1.33,Moderate,Borderline
S2337,South Africa,-26.8959,27.7019,12.768,8.691,3.995,25.01,0.6,91.56,4.58,1.33,Moderate,Borderline
S2338,South Africa,-29.0789,23.8685,5.744,4.866,3.143,19.625,0.354,57.1,2.86,1.05,Low,Yes
S2339,South Africa,-28.3007,30.3789,5.519,5.796,3.819,45.109,1.138,88.89,4.44,1.27,Moderate,Borderline
S2341,Australia,-25.6402,133.8106,3.113,2.251,1.56,26.192,0.679,45.18,2.26,0.68,Low,Yes
S2342,Australia,-25.2909,132.8635,4.907,6.074,0.352,30.861,0.118,39.01,1.95,0.62,Low,Yes
S2343,Australia,-27.2328,137.2703,2.972,6.203,0.482,5.789,0.283,29.54,1.48,0.62,Low,Yes
S2344,Australia,-24.3545,133.3802,5.099,2.85,1.393,16.519,0.677,45.33,2.27,0.68,Low,Yes
S2345,Australia,-25.6991,136.198,5.395,17.771,1.764,34.985,1.312,98.33,4.92,1.78,Moderate,Borderline
S2346,Australia,-27.1632,133.9325,3.933,2.296,2.041,11.403,0.503,40.69,2.03,0.68,Low,Yes
S2347,Australia,-20.9214,131.4183,6.429,1.314,0.434,6.905,0.35,28.14,1.41,0.64,Low,Yes
S2348,Australia,-27.7707,125.9212,5.279,4.287,0.937,19.715,0.436,41.98,2.1,0.53,Low,Yes
S2349,Australia,-26.382,124.2777,5.02,3.316,0.352,22.965,0.626,40.72,2.04,0.63,Low,Yes
S2350,Australia,-27.0746,133.0337,2.445,1.74,1.999,28.455,0.55,44.08,2.2,0.67,Low,Yes
S2351,Australia,-33.4362,135.5058,2.867,12.2,0.712,24.423,0.404,52.73,2.64,1.22,Low,Yes
S2352,Australia,-23.9893,137.7366,6.63,6.972,1.979,30.788,0.642,65.55,3.28,0.7,Moderate,Borderline
S2353,Australia,-28.4055,132.0675,3.004,2.397,1.318,33.072,0.572,44.26,2.21,0.66,Low,Yes
S2354,Australia,-26.5564,135.1968,2.259,5.161,1.141,21.671,0.373,38.58,1.93,0.52,Low,Yes
S2355,Australia,-18.4897,134.8531,6.744,6.302,3.32,22.39,0.579,68.76,3.44,1.11,Moderate,Borderline
S2356,Australia,-25.9512,129.813,4.99,2.602,2.065,20.71,0.424,45.71,2.29,0.69,Low,Yes
S2357,Australia,-29.3362,133.0422,6.422,5.086,0.812,29.784,1.624,72.82,3.64,1.62,Moderate,Borderline
S2358,Australia,-24.7791,130.6467,2.665,3.708,0.838,33.414,0.447,40.64,2.03,0.67,Low,Yes
S2359,Australia,-26.3734,134.0157,3.623,15.641,4.47,32.596,0.454,90.45,4.52,1.56,Moderate,Borderline
S2360,Australia,-20.6518,132.4653,1.964,4.939,1.228,11.493,0.475,36.09,1.8,0.49,Low,Yes
S2361,Australia,-26.5873,132.3469,5.823,1.368,0.346,14.688,0.664,35.84,1.79,0.66,Low,Yes
S2362,Australia,-29.9309,132.9279,1.001,1.49,0.536,34.982,0.354,29.63,1.48,0.7,Low,Yes
S2363,Australia,-25.3038,132.5162,1.96,14.701,0.923,8.572,0.461,52.12,2.61,1.47,Low,Yes
S2364,Australia,-23.9859,129.4361,5.672,1.155,1.528,5.401,0.137,28.74,1.44,0.57,Low,Yes
S2365,Australia,-22.748,132.4965,1.483,3.373,5.271,7.482,1.443,76.7,3.84,1.76,Moderate,Borderline
S2366,Australia,-27.8629,135.8973,5.197,5.2,0.457,24.219,0.38,41.13,2.06,0.52,Low,Yes
S2367,Australia,-23.3222,135.7527,1.146,10.934,1.956,14.362,0.393,50.8,2.54,1.09,Low,Yes
S2368,Australia,-25.9892,135.3575,5.193,4.0,0.582,7.106,0.65,38.11,1.91,0.65,Low,Yes
S2369,Australia,-26.628,131.775,13.882,5.778,0.638,32.638,0.533,67.29,3.36,1.39,Moderate,Borderline
S2370,Australia,-26.789,130.7193,4.199,4.252,1.622,27.513,1.517,69.06,3.45,1.52,Moderate,Borderline
S2371,Australia,-28.0924,131.9838,1.266,6.745,1.25,23.573,0.27,39.18,1.96,0.67,Low,Yes
S2372,Australia,-25.8555,129.8069,1.199,1.449,1.817,29.949,0.406,37.51,1.88,0.61,Low,Yes
S2373,Australia,-22.0999,137.5189,3.646,3.584,1.806,14.234,0.111,34.41,1.72,0.6,Low,Yes
S2374,Australia,-27.8461,127.9333,6.447,4.397,1.198,21.762,0.119,40.76,2.04,0.64,Low,Yes
S2375,Australia,-26.6405,133.2604,4.659,16.247,1.238,33.961,0.425,72.15,3.61,1.62,Moderate,Borderline
S2376,Australia,-17.2384,137.081,1.537,4.807,0.463,24.503,1.268,50.94,2.55,1.27,Low,Yes
S2377,Australia,-23.6939,134.6509,4.869,5.256,2.063,23.041,0.641,56.04,2.8,0.69,Low,Yes
S2378,Australia,-25.977,130.8924,5.955,2.014,1.208,15.863,0.291,36.16,1.81,0.6,Low,Yes
S2379,Australia,-21.7558,130.0282,4.945,1.671,1.517,30.284,0.223,39.92,2.0,0.61,Low,Yes
S2380,Australia,-28.8809,131.9155,5.513,12.673,1.427,21.382,0.58,66.04,3.3,1.27,Moderate,Borderline
S2381,Australia,-23.9415,140.2549,6.283,2.584,1.775,15.437,0.656,48.86,2.44,0.66,Low,Yes
S2382,Australia,-24.3759,125.6231,1.649,5.917,0.935,67.803,0.259,53.67,2.68,1.36,Low,Yes
S2383,Australia,-25.5598,130.4463,3.441,2.293,0.542,22.79,0.36,31.4,1.57,0.46,Low,Yes
S2384,Australia,-23.5671,129.0408,6.727,6.299,1.985,16.392,0.531,56.46,2.82,0.67,Low,Yes
S2385,Australia,-17.4891,126.3784,1.18,3.076,1.305,26.511,1.573,59.28,2.96,1.57,Low,Yes
S2386,Australia,-24.1278,131.4887,4.163,11.788,1.41,16.433,0.411,56.1,2.8,1.18,Low,Yes
S2387,Australia,-22.0007,132.3639,11.784,3.704,0.696,14.557,0.111,43.66,2.18,1.18,Low,Yes
S2388,Australia,-26.8212,134.7272,6.599,5.153,1.634,30.928,0.21,50.97,2.55,0.66,Low,Yes
S2389,Australia,-20.9332,135.3772,16.733,6.765,3.57,25.998,0.156,84.32,4.22,1.67,Moderate,Borderline
S2390,Australia,-28.2594,135.85,4.419,6.026,1.646,11.391,1.226,60.94,3.05,1.23,Moderate,Borderline
S2391,Australia,-21.1295,136.9831,1.441,4.417,1.052,5.278,0.185,24.54,1.23,0.44,Low,Yes
S2392,Australia,-25.3504,134.3029,4.163,1.285,1.798,16.189,0.554,40.44,2.02,0.6,Low,Yes
S2393,Australia,-26.0061,131.4112,13.829,5.44,0.429,52.394,0.322,68.8,3.44,1.38,Moderate,Borderline
S2394,Australia,-24.6137,135.0647,2.724,3.25,0.727,6.556,0.225,23.92,1.2,0.33,Low,Yes
S2395,Australia,-22.1748,134.5848,5.295,11.34,1.046,17.542,0.19,51.06,2.55,1.13,Low,Yes
S2396,Australia,-25.518,135.0526,1.26,2.747,0.884,29.565,0.293,31.59,1.58,0.59,Low,Yes
S2397,Australia,-25.6944,133.2028,4.974,6.835,0.608,19.567,0.519,45.88,2.29,0.68,Low,Yes
S2398,Australia,-24.7726,132.2713,4.81,3.094,0.55,5.825,0.17,25.2,1.26,0.48,Low,Yes
S2399,Australia,-29.0727,138.082,2.732,1.41,3.848,10.845,0.593,50.14,2.51,1.28,Low,Yes
S2400,Australia,-22.9541,136.2753,2.959,3.667,1.933,31.407,0.148,41.66,2.08,0.64,Low,Yes
S2401,Australia,-24.2866,132.2349,6.175,1.625,1.764,63.238,0.118,55.02,2.75,1.26,Low,Yes
S2402,Australia,-18.2824,132.5981,3.469,2.333,1.552,52.542,0.474,52.45,2.62,1.05,Low,Yes
S2403,Australia,-21.2612,132.2557,4.023,1.968,1.337,24.467,0.587,42.42,2.12,0.59,Low,Yes
S2404,Australia,-20.4498,134.9737,1.34,5.532,1.368,10.943,0.514,37.52,1.88,0.55,Low,Yes
S2405,Australia,-23.8112,135.9417,5.999,1.524,0.623,16.84,0.293,31.8,1.59,0.6,Low,Yes
S2406,Australia,-20.3133,132.5273,6.173,3.499,4.622,24.464,0.47,69.34,3.47,1.54,Moderate,Borderline
S2407,Australia,-23.911,136.0222,5.846,11.412,0.467,18.786,0.623,57.6,2.88,1.14,Low,Yes
S2408,Australia,-27.3488,134.1546,5.807,3.125,0.567,5.644,0.526,34.42,1.72,0.58,Low,Yes
S2409,Australia,-26.063,139.6289,5.049,6.799,1.73,22.225,0.199,48.1,2.4,0.68,Low,Yes
S2410,Australia,-23.6056,136.6951,12.617,3.524,1.973,20.566,0.694,67.54,3.38,1.26,Moderate,Borderline
S2411,Australia,-28.8193,133.1614,4.335,4.818,1.715,61.435,0.156,57.43,2.87,1.23,Low,Yes
S2412,Australia,-21.9835,135.5021,1.357,2.729,0.952,24.035,0.373,31.59,1.58,0.48,Low,Yes
S2413,Australia,-26.0845,131.7763,1.639,4.314,1.728,22.275,0.594,44.22,2.21,0.59,Low,Yes
S2414,Australia,-19.4308,135.281,5.476,2.203,1.831,34.397,0.35,48.32,2.42,0.69,Low,Yes
S2415,Australia,-25.5292,134.061,3.825,4.128,0.847,80.257,0.253,58.72,2.94,1.61,Low,Yes
S2416,Australia,-20.2439,135.3392,17.27,5.384,3.814,20.676,0.225,83.51,4.18,1.73,Moderate,Borderline
S2417,Australia,-22.963,127.9045,2.629,2.245,3.068,19.134,0.451,46.87,2.34,1.02,Low,Yes
S2418,Australia,-23.7962,133.4109,4.172,5.518,0.685,32.166,0.288,42.57,2.13,0.64,Low,Yes
S2419,Australia,-29.2016,137.4942,5.751,2.058,1.319,18.711,0.287,37.64,1.88,0.58,Low,Yes
S2420,Australia,-26.5006,129.181,6.145,5.861,0.362,27.376,0.492,47.22,2.36,0.61,Low,Yes
S2421,Australia,-26.0326,126.6236,3.423,2.92,0.958,25.921,0.629,42.02,2.1,0.63,Low,Yes
S2422,Australia,-20.1033,132.1121,6.499,3.667,0.945,32.135,0.246,44.41,2.22,0.65,Low,Yes
S2423,Australia,-22.9461,132.2683,6.994,15.58,1.001,23.201,1.57,92.5,4.63,1.57,Moderate,Borderline
S2424,Australia,-20.1558,130.9571,12.283,2.135,1.611,19.242,0.448,56.23,2.81,1.23,Low,Yes
S2425,Australia,-21.9921,128.0679,5.949,5.264,0.521,11.788,0.126,33.13,1.66,0.59,Low,Yes
S2426,Australia,-17.3873,134.7971,5.379,6.051,1.198,63.044,0.152,59.1,2.96,1.26,Low,Yes
S2427,Australia,-23.0972,129.2061,2.706,2.262,0.499,30.213,0.14,28.15,1.41,0.6,Low,Yes
S2428,Australia,-24.5397,129.4011,2.645,4.455,0.553,16.61,0.162,27.77,1.39,0.45,Low,Yes
S2429,Australia,-31.0548,128.9067,16.782,2.958,2.006,16.914,0.66,72.82,3.64,1.68,Moderate,Borderline
S2430,Australia,-27.4669,138.5217,6.07,2.699,4.938,8.685,0.302,59.97,3.0,1.65,Low,Yes
S2431,Australia,-24.5789,132.9808,3.45,4.682,3.055,17.935,0.211,48.02,2.4,1.02,Low,Yes
S2432,Australia,-26.1787,133.2185,6.778,3.7,1.611,8.971,0.535,45.98,2.3,0.68,Low,Yes
S2433,Australia,-25.0054,129.5932,5.817,2.659,0.566,33.65,0.137,36.93,1.85,0.67,Low,Yes
S2434,Australia,-22.2047,134.3885,2.402,1.067,1.919,8.832,0.345,30.16,1.51,0.64,Low,Yes
S2435,Australia,-24.1001,140.268,4.552,3.866,0.459,13.869,0.444,34.32,1.72,0.46,Low,Yes
S2436,Australia,-25.9877,136.1553,16.316,2.557,3.372,34.57,0.165,77.35,3.87,1.63,Moderate,Borderline
S2437,Australia,-25.1261,132.9483,4.069,4.116,1.074,6.86,0.282,31.91,1.6,0.41,Low,Yes
S2438,Australia,-20.5875,138.2095,4.784,2.714,1.273,14.909,0.156,32.57,1.63,0.48,Low,Yes
S2439,Australia,-24.1455,131.8001,3.209,1.445,0.904,34.566,0.478,38.72,1.94,0.69,Low,Yes
S2440,Australia,-25.8528,132.1128,6.936,1.755,0.783,15.066,0.2,32.63,1.63,0.69,Low,Yes
S2441,Australia,-23.1191,130.7944,3.097,2.748,1.82,12.267,0.217,33.07,1.65,0.61,Low,Yes
S2442,Australia,-24.3031,130.6472,4.08,4.895,0.691,19.763,0.675,43.96,2.2,0.68,Low,Yes
S2443,Australia,-22.2655,127.9873,2.663,5.338,0.734,16.486,0.303,33.55,1.68,0.53,Low,Yes
S2444,Australia,-26.4813,135.9272,2.402,6.344,0.348,73.801,0.453,58.39,2.92,1.48,Low,Yes
S2445,Australia,-26.3413,137.6645,5.061,2.491,1.626,89.519,0.474,71.23,3.56,1.79,Moderate,Borderline
S2446,Australia,-25.8861,130.7778,1.804,6.282,0.636,22.645,0.517,39.81,1.99,0.63,Low,Yes
S2447,Australia,-25.897,132.817,4.661,6.519,1.018,63.076,0.666,67.7,3.38,1.26,Moderate,Borderline
S2448,Australia,-29.2866,133.4731,6.0,2.49,0.585,23.061,0.673,43.56,2.18,0.67,Low,Yes
S2450,Australia,-24.0298,133.1503,6.947,3.671,1.396,25.681,0.304,46.9,2.34,0.69,Low,Yes
S2451,Australia,-26.0842,135.0232,1.518,4.336,0.561,18.149,0.277,28.25,1.41,0.43,Low,Yes
S2452,Australia,-30.312,130.8414,11.877,5.851,0.501,25.801,0.374,56.6,2.83,1.19,Low,Yes
S2453,Australia,-26.3901,130.6702,4.481,3.181,1.142,27.548,0.452,43.0,2.15,0.55,Low,Yes
S2454,Australia,-27.3936,134.5447,2.542,6.336,2.038,18.805,0.46,48.06,2.4,0.68,Low,Yes
S2455,Australia,-23.608,135.7927,4.849,3.302,1.959,26.873,0.195,44.01,2.2,0.65,Low,Yes
S2456,Australia,-25.5808,128.8426,6.237,1.183,0.896,17.171,0.102,29.72,1.49,0.62,Low,Yes
S2457,Australia,-26.116,128.7395,6.832,1.648,1.614,27.825,0.206,42.97,2.15,0.68,Low,Yes
S2458,Australia,-21.4443,137.8423,17.722,1.911,1.682,10.444,0.441,63.48,3.17,1.77,Moderate,Borderline
S2459,Australia,-25.67,134.3037,4.968,3.354,0.705,9.603,0.414,33.47,1.67,0.5,Low,Yes
S2460,Australia,-26.2384,132.1064,2.216,1.544,1.192,33.519,0.2,32.87,1.64,0.67,Low,Yes
S2461,Australia,-25.0233,128.1629,2.749,5.016,1.578,8.477,0.219,33.82,1.69,0.53,Low,Yes
S2462,Australia,-31.0686,133.9493,5.537,6.872,0.404,21.879,0.399,44.24,2.21,0.69,Low,Yes
